source,target,tgt_lng
终身黄铜,Tất Tay Bậc Đồng,vi
绝命毒师,Bộ Đôi Độc Dược,vi
维迦,Veigar,vi
羁绊树,Cây Tộc Hệ,vi
耀光使,Nhiễu Loạn,vi
耀光使纹章,Ấn Nhiễu Loạn,vi
耐心是一种美德,Kiên Nhẫn Là Một Đức Tính,vi
联合作战,Nhất Thống,vi
能量圣杯,Cốc Sức Mạnh,vi
腐蚀,Ăn Mòn,vi
腐食,Ăn Mòn,vi
腕豪,Đại Ca,vi
腰带溢流,Đam Mê Đai Lưng,vi
船长的帽子,Mũ Thuyền Trưởng,vi
船长的酿造品,Men Rượu Thuyền Trưởng,vi
艾克,Ekko,vi
艾尼维亚,Anivia,vi
艾希,Ashe,vi
艾欧尼亚,Ionia,vi
艾欧尼亚纹章,Ấn Ionia,vi
节外生枝,Phân Nhánh,vi
芸阿娜,Yunara,vi
英勇福袋,Túi Đồ Siêu Hùng,vi
英雄のラッキーバッグ,Túi Đồ Siêu Hùng,vi
莫雷洛秘典,Quỷ Thư Morello,vi
菲兹,Fizz,vi
萨勒芬妮,Seraphine,vi
蒙多医生,Dr. Mundo,vi
蓝霸符,Bùa Xanh,vi
蔓延之根,Cắm Rễ Phân Tán,vi
蔚,Vi,vi
蕾欧娜,Leona,vi
薄暮法袍,Giáp Vai Nguyệt Thần,vi
薇恩,Vayne,vi
虚空,Hư Không,vi
虚空之女,Cộng Sinh,vi
虚空之杖,Trượng Hư Vô,vi
虚空护手,Găng Hư Không,vi
虚空纹章,Ấn Hư Không,vi
血の供物,Huyết Tế,vi
衝突試験用ダミー,Hình Nộm Va Chạm,vi
裁决战士,Đồ Tể,vi
裁决战士纹章,Ấn Đồ Tể,vi
装备百宝袋,Tiếp Tế Trang Bị,vi
複製,Nhân Bản,vi
视界专注,Kính Nhắm Ma Pháp,vi
解封魔武,Thoát Khỏi Xiềng Thép,vi
解脱者,Kẻ Phá Xiềng,vi
训练假人,Hình Nhân,vi
诅咒之刃,Kiếm Cong,vi
诺克萨斯,Noxus,vi
诺克萨斯纹章,Ấn Noxus,vi
诺提勒斯,Nautilus,vi
调谐振荡器,Dao Động Tinh Chỉnh,vi
財宝の竜巻,Bão Kho Báu,vi
買い物三昧,Tín Đồ Mua Sắm,vi
贝蕾亚,Briar,vi
负极斗篷,Áo Choàng Bạc,vi
贸易中心,Trung Tâm Thương Mại,vi
费德提克,Fiddlesticks,vi
赛恩,Sion,vi
赵信,Xin Zhao,vi
起死回生,Ngọn Gió Thứ Hai,vi
超越のタリスマン,Bùa Thăng Hoa,vi
超越生体,Thể Dạng Ưu Việt,vi
超越者,Thăng Hoa,vi
超频电容器,Tụ Điện Ép Xung,vi
輝く悪党,Quang Lân Tiểu Yêu,vi
轻量魔法投掷,Quay Trúng Thưởng,vi
辛吉德,Singed,vi
达克威尔入侵,Darkwill Xâm Lược,vi
迅击战士,Cực Tốc,vi
迅击战士纹章,Ấn Cực Tốc,vi
远古巨龙,Rồng Ngàn Tuổi,vi
远古巫灵,Thăng Hoa,vi
远古恐惧,Bù Nhìn,vi
连指手套,Găng Đấu Sĩ,vi
连续齿轮,Bánh Răng Liên Luân,vi
迷离风衣,Áo Choàng Mờ Ám,vi
适应性头盔,Mũ Thích Nghi,vi
遥遥领先,Thích Mở Rộng,vi
選ばれし狼,Chiến Lang,vi
酒吧指虎,Găng Dã Thú,vi
采矿钻机,Khoan Khai Thác,vi
重启任务,Tái Khởi Động Nhiệm Vụ,vi
金のモンスーン,Bão Vàng,vi
金ピカの鋼,Thép Mạ Vàng,vi
金克丝,Jinx,vi
金色炊具,Nồi Nấu Ăn,vi
金铲铲,Siêu Xẻng,vi
金铲铲冠冕,Vương Miện Chiến Thuật,vi
金锅铲冠冕,Áo Choàng Chiến Thuật,vi
金锅锅,Chảo Vàng,vi
金锅锅冠冕,Lá Chắn Chiến Thuật,vi
金霖龙,Kim Long,vi
金鳞精粹,Tinh Túy Kim Long,vi
銀の匙,Đặc Quyền Phú Gia,vi
鋼からの解放,Thoát Khỏi Xiềng Thép,vi
鋼の心,Trái Tim Sắt Đá,vi
鏡像のペルソナ,Hiện Thân Phản Chiếu,vi
钢铁烈阳之匣,Dây Chuyền Iron Solari,vi
银汤匙,Đặc Quyền Phú Gia,vi
铸星龙王,Ác Long,vi
锁子甲,Giáp Lưới,vi
锤石,Thresh,vi
镀金钢铁,Thép Mạ Vàng,vi
镜像人格面具,Hiện Thân Phản Chiếu,vi
长矛意志,Ý Chỉ Ngọn Giáo,vi
阿兹尔,Azir,vi
阿狸,Ahri,vi
限定カスタマイズ,Lựa Chọn Độc Quyền,vi
集中火力,Tập Trung Hỏa Lực,vi
集中砲火,Tập Trung Hỏa Lực,vi
集结战队,Lập Đội,vi
雷克塞,Rek'Sai,vi
雷克顿,Renekton,vi
震畏大炮,Đại Bác Dreadway,vi
静止法衣,Áo Choàng Tĩnh Lặng,vi
韋駄天,Cực Tốc,vi
韋駄天の紋章,Ấn Cực Tốc,vi
顽强不屈,Bất Khuất,vi
風のアクシオム,Nguyên Tố Khí,vi
飞升,Thăng Hoa,vi
飞升护符,Bùa Thăng Hoa,vi
食堂,Sảnh Đông Đúc,vi
饭厅,Sảnh Đông Đúc,vi
饮血剑,Huyết Kiếm,vi
騎士の誓い,Lời Thề Hiệp Sĩ,vi
骑士之誓,Lời Thề Hiệp Sĩ,vi
高压电,Sét Cao Thế,vi
高级生命体,Thể Dạng Ưu Việt,vi
高级贷款,Vay Tạm Ứng,vi
高電圧,Sét Cao Thế,vi
高電圧管,Dẫn Điện Áp,vi
鬼影望远镜,Ống Nhòm Ma Ám,vi
鬼索的狂暴之刃,Cuồng Đao Guinsoo,vi
魔像,Người Đá,vi
魔像化,Người Đá Càn Quét,vi
魔法のダイス,Xúc Xắc Ma Pháp,vi
魔法投掷,Xúc Xắc Ma Pháp,vi
鱼骨头,Pháo Xương Cá,vi
鲜血祭品,Huyết Tế,vi
黄昏の試練,Thử Thách Dưới Ánh Chạng Vạng,vi
黄昏圣盾,Khiên Hoàng Hôn,vi
黄金の龍,Kim Long,vi
黄金命运,Vận Mệnh Vàng,vi
黎明圣盾,Khiên Hừng Đông,vi
黎明核心,Lõi Bình Minh,vi
黑市炸药,Chất Nổ Chợ Đen,vi
黑市补货,Nguồn Hàng Bất Chính,vi
黑暗之女,Đứa Trẻ Bóng Tối,vi
黑暗吸血鬼节杖,Huyết Trượng Tha Hóa,vi
黑铁资产,Kho Báu Sắt,vi
黛安娜,Diana,vi
龙血武姬,Long Nữ,vi
偷偷,Găng Đạo Tặc,vi
青龙刀,Ngọn Giáo Shojin,vi
反甲,Áo Choàng Gai,vi
狂徒,Giáp Máu Warmog,vi
鬼索,Cuồng Đao Guinsoo,vi
莫雷洛,Quỷ Thư Morello,vi
日炎,Áo Choàng Lửa,vi
饮血,Huyết Kiếm,vi
灭世帽,Mũ Phù Thủy Rabadon,vi
大帽子,Mũ Phù Thủy Rabadon,vi
电刃,Dao Điện Statikk,vi
泰坦,Quyền Năng Khổng Lồ,vi
石像鬼,Thú Tượng Thạch Giáp,vi
蓝BUFF,Bùa Xanh,vi
大天使,Quyền Trượng Thiên Thần,vi
科技枪,Kiếm Súng Hextech,vi
龙爪,Vuốt Rồng,vi
轻语,Cung Xanh,vi
薄暮,Cung Xanh,vi
半空城,open fort,vi
慢D,slow roll,vi
速D,hyper roll,vi
追三,go 3-star,vi
追三星,go 3-star,vi
上八,go level 8,vi
上九,go level 9,vi
拉八,push level 8,vi
拉九,push level 9,vi
主C,main carry,vi
副C,secondary carry,vi
主坦,main tank,vi
挂件,filler unit,vi
工具人,utility unit,vi
工具卡,utility card,vi
对位,positioning,vi
吃鸡,first place,vi
吃分,gain LP,vi
掉分,lose LP,vi
D牌,roll down,vi
抽牌,rolling,vi
散件,components,vi
功能装,utility items,vi
肉装,tank items,vi
输出装,damage items,vi
橙装,artifact,vi
构筑,comp build,vi
牌库,champion pool,vi
强势期,power spike,vi
弱侧,weak side,vi
坦度,tankiness,vi
抗性,resistance,vi
免伤,damage reduction,vi
双抗,dual resistance,vi
破甲,armor shred,vi
减抗,resistance reduction,vi
重伤,grievous wounds,vi
嫁妆,innate item,vi
赌狗,reroll player,vi
白嫖,naturaled,vi
掉血,bleeding HP,vi
转型,pivot,vi
稳住,stabilize,vi
前排,frontline,vi
后排,backline,vi
C位,carry,vi
出装,itemization,vi
过渡,transition,vi
送血,donate HP,vi
灵活位,flex spot,vi
连胜,win streak,vi
连败,lose streak,vi
经济,econ,vi
节奏,tempo,vi
选秀,carousel,vi
铁砧,anvil,vi
军械库,armory,vi
同行,contested,vi
