source,target,tgt_lng
破甲,破甲,zh-MY
减抗,减抗,zh-MY
重伤,重伤,zh-MY
赌狗,赌狗,zh-MY
白嫖,白嫖,zh-MY
掉血,掉血,zh-MY
转型,转型,zh-MY
稳住,稳住,zh-MY
前排,前排,zh-MY
后排,后排,zh-MY
C位,C位,zh-MY
出装,出装,zh-MY
过渡,过渡,zh-MY
送血,送血,zh-MY
灵活位,灵活位,zh-MY
连胜,连胜,zh-MY
连败,连败,zh-MY
经济,经济,zh-MY
节奏,节奏,zh-MY
选秀,选秀,zh-MY
铁砧,铁砧,zh-MY
军械库,军械库,zh-MY
同行,同行,zh-MY
Trait: Reunion,特性：重逢,zh-MY
羁绊：重新联合,特性：重逢,zh-MY
特性: 再会,特性：重逢,zh-MY
Bruiser Crown,蛮勇之冠,zh-MY
格斗家之冕,蛮勇之冠,zh-MY
ブルーザーのクラウン,蛮勇之冠,zh-MY
Crimson Pact,血色契约,zh-MY
血色契约,血色契约,zh-MY
真紅の盟約,血色契约,zh-MY
Rocket Collection,火箭收藏,zh-MY
火箭收藏,火箭收藏,zh-MY
ロケットコレクション,火箭收藏,zh-MY
Trait: Unlikely Duo,特性：不思议搭档,zh-MY
羁绊：意外搭档,特性：不思议搭档,zh-MY
特性: 意外なコンビ,特性：不思议搭档,zh-MY
Domination,主宰,zh-MY
统领全场,主宰,zh-MY
覇道,主宰,zh-MY
Sniper's Nest,定点狙击,zh-MY
狙神之巢,定点狙击,zh-MY
狙撃地点,定点狙击,zh-MY
Artillerist Crown,炮手之冠,zh-MY
炮手之冕,炮手之冠,zh-MY
砲兵のクラウン,炮手之冠,zh-MY
Firelight Crest,野火帮之纹,zh-MY
野火帮之徽,野火帮之纹,zh-MY
ファイヤーライトのクレスト,野火帮之纹,zh-MY
Heavily Smash,重度粉碎,zh-MY
强力重击,重度粉碎,zh-MY
重い一撃,重度粉碎,zh-MY
Forbidden Magic,禁忌魔法,zh-MY
禁忌魔法,禁忌魔法,zh-MY
禁断の魔法,禁忌魔法,zh-MY
Watcher Crest,守望者之纹,zh-MY
监察之徽,守望者之纹,zh-MY
ウォッチャーのクレスト,守望者之纹,zh-MY
Battle Scars,战斗伤疤,zh-MY
战斗伤疤,战斗伤疤,zh-MY
戦傷,战斗伤疤,zh-MY
Trait: Geniuses,特性：天才们,zh-MY
羁绊：天才,特性：天才们,zh-MY
特性: 天才たち,特性：天才们,zh-MY
This WILL Work,这必将成功,zh-MY
这会管用的,这必将成功,zh-MY
きっとうまくいく,这必将成功,zh-MY
Black Rose Crown,黑玫瑰之冠,zh-MY
黑色玫瑰之冕,黑玫瑰之冠,zh-MY
黒薔薇団のクラウン,黑玫瑰之冠,zh-MY
Conqueror Crown,征服者之冠,zh-MY
铁血征服者之冕,征服者之冠,zh-MY
征服者のクラウン,征服者之冠,zh-MY
Trait: Betrayal,特性：背叛,zh-MY
羁绊：背叛,特性：背叛,zh-MY
特性: 裏切り,特性：背叛,zh-MY
Enforcer Crown,执法者之冠,zh-MY
执法官之冕,执法者之冠,zh-MY
執行官のクラウン,执法者之冠,zh-MY
Academic Research,学院研究,zh-MY
学术研究,学院研究,zh-MY
学術的研究,学院研究,zh-MY
Loot Explosion,战利品爆炸,zh-MY
战利品爆炸,战利品爆炸,zh-MY
戦利品爆発,战利品爆炸,zh-MY
Sniper Crest,狙击专家之纹,zh-MY
狙神之徽,狙击专家之纹,zh-MY
スナイパーのクレスト,狙击专家之纹,zh-MY
Scrap Crown,拼装高手之冠,zh-MY
极客之冕,拼装高手之冠,zh-MY
スクラップのクラウン,拼装高手之冠,zh-MY
A Golden Find,黄金发现,zh-MY
金色收获,黄金发现,zh-MY
黄金の発見,黄金发现,zh-MY
Pit Fighter Crown,角斗士之冠,zh-MY
搏击手之冕,角斗士之冠,zh-MY
ピットファイターのクラウン,角斗士之冠,zh-MY
Law Enforcement,秉公执法,zh-MY
执法,秉公执法,zh-MY
法の執行,秉公执法,zh-MY
Automata Crown,机器人之冠,zh-MY
海克斯机械之冕,机器人之冠,zh-MY
オートマタのクラウン,机器人之冠,zh-MY
Sorcerer Crown,巫师之冠,zh-MY
法师之冕,巫师之冠,zh-MY
ソーサラーのクラウン,巫师之冠,zh-MY
Mad Chemist,疯狂炼金师,zh-MY
炼金术士,疯狂炼金师,zh-MY
狂気の化学者,疯狂炼金师,zh-MY
Voidcaller,虚空使者,zh-MY
虚空召唤者,虚空使者,zh-MY
ヴォイドコーラー,虚空使者,zh-MY
Firelight Crown,野火帮之冠,zh-MY
野火帮之冕,野火帮之冠,zh-MY
ファイヤーライトのクラウン,野火帮之冠,zh-MY
Trait: What Could Have Been,特性：若一切成真,zh-MY
羁绊：本可发生之事,特性：若一切成真,zh-MY
特性: かつての夢,特性：若一切成真,zh-MY
Aerial Warfare,空中作战,zh-MY
空战,空中作战,zh-MY
空中戦,空中作战,zh-MY
Trait: Sisters,特性：姐妹,zh-MY
羁绊：姐妹,特性：姐妹,zh-MY
特性: シスター,特性：姐妹,zh-MY
Another Anomaly,再次异变,zh-MY
又一个异常突变,再次异变,zh-MY
新たなアノマリー,再次异变,zh-MY
Quickstriker Crown,迅击者之冠,zh-MY
迅击战士之冕,迅击者之冠,zh-MY
韋駄天のクラウン,迅击者之冠,zh-MY
Black Rose Crest,黑玫瑰之纹,zh-MY
黑色玫瑰之徽,黑玫瑰之纹,zh-MY
黒薔薇団のクレスト,黑玫瑰之纹,zh-MY
Visionary Crown,远见者之冠,zh-MY
先知之冕,远见者之冠,zh-MY
ビジョナリーのクラウン,远见者之冠,zh-MY
Shield Bash,盾击,zh-MY
护盾猛击,盾击,zh-MY
シールドバッシュ,盾击,zh-MY
Sniper Crown,狙击专家之冠,zh-MY
狙神之冕,狙击专家之冠,zh-MY
スナイパーのクラウン,狙击专家之冠,zh-MY
Experiment Crest,实验体之纹,zh-MY
试验品之徽,实验体之纹,zh-MY
エクスペリメントのクレスト,实验体之纹,zh-MY
Family Crown,家庭之冠,zh-MY
家人之冕,家庭之冠,zh-MY
ファミリーのクラウン,家庭之冠,zh-MY
Chem-Baron Crest,化学男爵之纹,zh-MY
炼金男爵之徽,化学男爵之纹,zh-MY
ケミ長者のクレスト,化学男爵之纹,zh-MY
What You Really Are,本相毕露,zh-MY
真心本色,本相毕露,zh-MY
真の姿,本相毕露,zh-MY
Glorious Evolution,荣光进化,zh-MY
光荣进化,荣光进化,zh-MY
グロリアス エヴォリューション,荣光进化,zh-MY
Arcane Retribution,奥术制裁,zh-MY
奥术之惩,奥术制裁,zh-MY
魔法の報復,奥术制裁,zh-MY
Sentinel Crest,哨兵之纹,zh-MY
哨兵之徽,哨兵之纹,zh-MY
センチネルのクレスト,哨兵之纹,zh-MY
Brutal Revenge,残酷复仇,zh-MY
残暴复仇,残酷复仇,zh-MY
残酷な復讐,残酷复仇,zh-MY
Gloves Off,不再留手,zh-MY
卯足全力,不再留手,zh-MY
素手で勝負,不再留手,zh-MY
Rebel Crest,反叛军之纹,zh-MY
蓝发小队之徽,反叛军之纹,zh-MY
反逆者のクレスト,反叛军之纹,zh-MY
The Mutation Survives,突变延续,zh-MY
物竞天择,突变延续,zh-MY
生き延びる変異,突变延续,zh-MY
Noxian Guillotine,诺克萨斯断头台,zh-MY
诺克萨斯断头台,诺克萨斯断头台,zh-MY
ノクサスギロチン,诺克萨斯断头台,zh-MY
Academy Crown,学院之冠,zh-MY
皮城学院之冕,学院之冠,zh-MY
アカデミーのクラウン,学院之冠,zh-MY
Watcher Crown,守望者之冠,zh-MY
监察之冕,守望者之冠,zh-MY
ウォッチャーのクラウン,守望者之冠,zh-MY
Adrenaline Burst,肾上腺激增,zh-MY
肾上腺爆发,肾上腺激增,zh-MY
アドレナリンバースト,肾上腺激增,zh-MY
Why Not Both?,何不两者兼得？,zh-MY
为何不上两个？,何不两者兼得？,zh-MY
どちらも捨てがたい,何不两者兼得？,zh-MY
Enforcer Crest,执法者之纹,zh-MY
执法官之徽,执法者之纹,zh-MY
執行官のクレスト,执法者之纹,zh-MY
Top of the Scrap Heap,废品堆之巅,zh-MY
极客宝藏之顶,废品堆之巅,zh-MY
ごみの山の頂点,废品堆之巅,zh-MY
Family Crest,家庭之纹,zh-MY
家人之徽,家庭之纹,zh-MY
ファミリーのクレスト,家庭之纹,zh-MY
Ambusher Crest,潜伏者之纹,zh-MY
伏击专家之徽,潜伏者之纹,zh-MY
伏兵のクレスト,潜伏者之纹,zh-MY
Quickstriker Crest,迅击者之纹,zh-MY
迅击战士之徽,迅击者之纹,zh-MY
韋駄天のクレスト,迅击者之纹,zh-MY
Welcome to the Playground,欢迎来到游乐场,zh-MY
欢迎来到游乐场,欢迎来到游乐场,zh-MY
遊び場にようこそ,欢迎来到游乐场,zh-MY
Dominator Crown,支配者之冠,zh-MY
统领之冕,支配者之冠,zh-MY
ドミネーターのクラウン,支配者之冠,zh-MY
War for the Undercity,底城争夺战,zh-MY
底城争夺战,底城争夺战,zh-MY
地下都市のための戦争,底城争夺战,zh-MY
Rebel Crown,反叛军之冠,zh-MY
蓝发小队之冕,反叛军之冠,zh-MY
反逆者のクラウン,反叛军之冠,zh-MY
Visionary Crest,远见者之纹,zh-MY
先知之徽,远见者之纹,zh-MY
ビジョナリーのクレスト,远见者之纹,zh-MY
Combat Medic,战地医生,zh-MY
战地医生,战地医生,zh-MY
戦う衛生兵,战地医生,zh-MY
A Change Of Fate,命转乾坤,zh-MY
扭转命运,命转乾坤,zh-MY
運命の変化,命转乾坤,zh-MY
Rocket Collection+,火箭收藏+,zh-MY
火箭收藏+,火箭收藏+,zh-MY
ロケットコレクション+,火箭收藏+,zh-MY
Bruiser Crest,蛮勇之纹,zh-MY
格斗家之徽,蛮勇之纹,zh-MY
ブルーザーのクレスト,蛮勇之纹,zh-MY
Sorcerer Crest,巫师之纹,zh-MY
法师之徽,巫师之纹,zh-MY
ソーサラーのクレスト,巫师之纹,zh-MY
Pit Fighter Crest,角斗士之纹,zh-MY
搏击手之徽,角斗士之纹,zh-MY
ピットファイターのクレスト,角斗士之纹,zh-MY
Conqueror Crest,征服者之纹,zh-MY
铁血征服者之徽,征服者之纹,zh-MY
征服者のクレスト,征服者之纹,zh-MY
Trolling,恶作剧,zh-MY
震惊巨魔,恶作剧,zh-MY
トロール中,恶作剧,zh-MY
Ambusher Crown,潜伏者之冠,zh-MY
伏击专家之冕,潜伏者之冠,zh-MY
伏兵のクラウン,潜伏者之冠,zh-MY
Trait: Menaces,特性：穷凶极恶,zh-MY
羁绊：危险人物,特性：穷凶极恶,zh-MY
特性: 脅威,特性：穷凶极恶,zh-MY
Guided Anomaly,受控异变,zh-MY
导向突变,受控异变,zh-MY
導きのアノマリー,受控异变,zh-MY
Training Arc,训练历程,zh-MY
训练篇,训练历程,zh-MY
修行編,训练历程,zh-MY
Chem-Baron Crown,化学男爵之冠,zh-MY
炼金男爵之冕,化学男爵之冠,zh-MY
ケミ長者のクラウン,化学男爵之冠,zh-MY
Blade Dance,利刃之舞,zh-MY
刀锋之舞,利刃之舞,zh-MY
刃の舞,利刃之舞,zh-MY
Trait: Martial Law,特性：军事管制,zh-MY
羁绊：军事管制,特性：军事管制,zh-MY
特性: 戒厳令,特性：军事管制,zh-MY
Sentinel Crown,哨兵之冠,zh-MY
哨兵之冕,哨兵之冠,zh-MY
センチネルのクラウン,哨兵之冠,zh-MY
Academy Crest,学院之纹,zh-MY
皮城学院之徽,学院之纹,zh-MY
アカデミーのクレスト,学院之纹,zh-MY
Artillerist Crest,炮手之纹,zh-MY
炮手之徽,炮手之纹,zh-MY
砲兵のクレスト,炮手之纹,zh-MY
Dominator Crest,支配者之纹,zh-MY
统领之徽,支配者之纹,zh-MY
ドミネーターのクレスト,支配者之纹,zh-MY
Paint the Town Blue,蓝染全城,zh-MY
爆蓝之城,蓝染全城,zh-MY
街を青く染めろ,蓝染全城,zh-MY
Automata Crest,机器人之纹,zh-MY
海克斯机械之徽,机器人之纹,zh-MY
オートマタのクレスト,机器人之纹,zh-MY
Experiment Crown,实验体之冠,zh-MY
试验品之冕,实验体之冠,zh-MY
エクスペリメントのクラウン,实验体之冠,zh-MY
Fractured Crystals,破裂水晶,zh-MY
碎裂水晶,破裂水晶,zh-MY
砕けたクリスタル,破裂水晶,zh-MY
Scrap Crest,拼装高手之纹,zh-MY
极客之徽,拼装高手之纹,zh-MY
スクラップのクレスト,拼装高手之纹,zh-MY
Redeemed Crown,圣光审判者之冠,zh-MY
圣光卫士之冕,圣光审判者之冠,zh-MY
救われし者のクラウン,圣光审判者之冠,zh-MY
Mystic Crown,秘术大师之冠,zh-MY
秘术师之冕,秘术大师之冠,zh-MY
ミスティックのクラウン,秘术大师之冠,zh-MY
Hellion Crown,地狱军团之冠,zh-MY
小恶魔之冕,地狱军团之冠,zh-MY
悪鬼のクラウン,地狱军团之冠,zh-MY
Spellweaver Crest,术士之纹,zh-MY
スペルウィーバーのクレスト,术士之纹,zh-MY
Legionnaire Crown,征服军团之冠,zh-MY
征服者之冕,征服军团之冠,zh-MY
レギオンのクラウン,征服军团之冠,zh-MY
Nightfall,夜陨,zh-MY
夜陨,夜陨,zh-MY
夜の訪れ,夜陨,zh-MY
Death Approaches+,死神逼近+,zh-MY
死亡降临+,死神逼近+,zh-MY
忍び寄る死+,死神逼近+,zh-MY
Brawler Crest,武斗家之纹,zh-MY
斗士之徽,武斗家之纹,zh-MY
ブローラーのクレスト,武斗家之纹,zh-MY
Cavalier Crown,重骑兵之冠,zh-MY
重骑兵之冕,重骑兵之冠,zh-MY
キャバリエのクラウン,重骑兵之冠,zh-MY
Cannoneer Crest,重炮兵之纹,zh-MY
强袭炮手之徽,重炮兵之纹,zh-MY
砲手のクレスト,重炮兵之纹,zh-MY
Fiendish Farewell,恶魔告别,zh-MY
恶魔式告别,恶魔告别,zh-MY
悪魔の告別,恶魔告别,zh-MY
The Bloodharbor Zealot,血港狂热者,zh-MY
血港狂热者,血港狂热者,zh-MY
ブラッドハーバーの狂信者,血港狂热者,zh-MY
Skirmisher Crest,战场前锋之纹,zh-MY
神盾战士之徽,战场前锋之纹,zh-MY
スカーミッシャーのクレスト,战场前锋之纹,zh-MY
Abomination Crest,厌憎丧尸之纹,zh-MY
丧尸之徽,厌憎丧尸之纹,zh-MY
アボミネーションのクレスト,厌憎丧尸之纹,zh-MY
The Phoenix and the Bear,凤凰与熊,zh-MY
火凤与巨熊,凤凰与熊,zh-MY
不死鳥と熊,凤凰与熊,zh-MY
Mystic Crest,秘术大师之纹,zh-MY
秘术师之徽,秘术大师之纹,zh-MY
ミスティックのクレスト,秘术大师之纹,zh-MY
Redeemed Crest,圣光审判者之纹,zh-MY
圣光卫士之徽,圣光审判者之纹,zh-MY
救われし者のクレスト,圣光审判者之纹,zh-MY
Forgotten Arsenal,被遗忘的军火库,zh-MY
破败军团军火库,被遗忘的军火库,zh-MY
忘れ去られし武器,被遗忘的军火库,zh-MY
Nightbringer Crown,暗夜使者之冠,zh-MY
黑夜使者之冕,暗夜使者之冠,zh-MY
ナイトブリンガーのクラウン,暗夜使者之冠,zh-MY
Ironclad Crest,铁甲勇士之纹,zh-MY
铁甲卫士之徽,铁甲勇士之纹,zh-MY
アイアンクラッドのクレスト,铁甲勇士之纹,zh-MY
Knight Crown,骑士之冠,zh-MY
骑士之冕,骑士之冠,zh-MY
ナイトのクラウン,骑士之冠,zh-MY
Renewer Crest,复苏大师之纹,zh-MY
复苏者之徽,复苏大师之纹,zh-MY
リニューワーのクレスト,复苏大师之纹,zh-MY
Abomination Crown,厌憎丧尸之冠,zh-MY
丧尸之冕,厌憎丧尸之冠,zh-MY
アボミネーションのクラウン,厌憎丧尸之冠,zh-MY
Dawnbringer Crest,黎明使者之纹,zh-MY
黎明使者之徽,黎明使者之纹,zh-MY
ドーンブリンガーのクレスト,黎明使者之纹,zh-MY
Hellion Crest,地狱军团之纹,zh-MY
小恶魔之徽,地狱军团之纹,zh-MY
悪鬼のクレスト,地狱军团之纹,zh-MY
The Sentinels of Light,光之哨兵,zh-MY
光明之哨兵,光之哨兵,zh-MY
The Bloodharbor Zealot+,血港狂热者+,zh-MY
血港狂热者+,血港狂热者+,zh-MY
ブラッドハーバーの狂信者+,血港狂热者+,zh-MY
Draconic Crown,龙裔之冠,zh-MY
龙族之冕,龙裔之冠,zh-MY
ドラコニックのクラウン,龙裔之冠,zh-MY
Night's Wrath,月夜之怒,zh-MY
黑夜之怒,月夜之怒,zh-MY
夜の激憤,月夜之怒,zh-MY
Legionnaire Crest,征服军团之纹,zh-MY
征服者之徽,征服军团之纹,zh-MY
レギオンのクレスト,征服军团之纹,zh-MY
Morning Dew,晨露,zh-MY
晨露,晨露,zh-MY
朝露,晨露,zh-MY
Equestrian Training,马术训练,zh-MY
马术训练,马术训练,zh-MY
乗馬訓練,马术训练,zh-MY
Invoker Crown,神谕者之冠,zh-MY
神谕者之冕,神谕者之冠,zh-MY
インヴォーカーのクラウン,神谕者之冠,zh-MY
Death Approaches,死神逼近,zh-MY
死亡降临,死神逼近,zh-MY
忍び寄る死,死神逼近,zh-MY
Ranger Crown,游侠之冠,zh-MY
游侠之冕,游侠之冠,zh-MY
レンジャーのクラウン,游侠之冠,zh-MY
Assassin Crest,刺客之纹,zh-MY
刺客之徽,刺客之纹,zh-MY
アサシンのクレスト,刺客之纹,zh-MY
Night's Wrath+,月夜之怒+,zh-MY
黑夜之怒+,月夜之怒+,zh-MY
夜の激憤+,月夜之怒+,zh-MY
Revenant Crest,复仇亡魂之纹,zh-MY
复生亡魂之徽,复仇亡魂之纹,zh-MY
レヴェナントのクレスト,复仇亡魂之纹,zh-MY
Brawler Crown,武斗家之冠,zh-MY
斗士之冕,武斗家之冠,zh-MY
ブローラーのクラウン,武斗家之冠,zh-MY
Skirmisher Crown,战场前锋之冠,zh-MY
神盾战士之冕,战场前锋之冠,zh-MY
スカーミッシャーのクラウン,战场前锋之冠,zh-MY
Invoker Crest,神谕者之纹,zh-MY
神谕者之徽,神谕者之纹,zh-MY
インヴォーカーのクレスト,神谕者之纹,zh-MY
Cavalier Crest,重骑兵之纹,zh-MY
重骑兵之徽,重骑兵之纹,zh-MY
キャバリエのクレスト,重骑兵之纹,zh-MY
Spellweaver Crown,术士之冠,zh-MY
スペルウィーバーのクラウン,术士之冠,zh-MY
Forgotten Crown,殒落军团之冠,zh-MY
破败军团之冕,殒落军团之冠,zh-MY
忘れ去られし者のクラウン,殒落军团之冠,zh-MY
Egg-o-nomics,龙蛋经济学,zh-MY
龙蛋经济,龙蛋经济学,zh-MY
タマゴノミクス,龙蛋经济学,zh-MY
Revenant Crown,复仇亡魂之冠,zh-MY
复生亡魂之冕,复仇亡魂之冠,zh-MY
レヴェナントのクラウン,复仇亡魂之冠,zh-MY
Nightbringer Crest,暗夜使者之纹,zh-MY
黑夜使者之徽,暗夜使者之纹,zh-MY
ナイトブリンガーのクレスト,暗夜使者之纹,zh-MY
Draconic Crest,龙裔之纹,zh-MY
龙族之徽,龙裔之纹,zh-MY
ドラコニックのクレスト,龙裔之纹,zh-MY
Knight Crest,骑士之纹,zh-MY
骑士之徽,骑士之纹,zh-MY
ナイトのクレスト,骑士之纹,zh-MY
Road to Redemption,赎罪之路,zh-MY
通向救赎之路,赎罪之路,zh-MY
救済への道,赎罪之路,zh-MY
Cannoneer Crown,重炮兵之冠,zh-MY
强袭炮手之冕,重炮兵之冠,zh-MY
砲手のクラウン,重炮兵之冠,zh-MY
Dawnbringer Crown,黎明使者之冠,zh-MY
黎明使者之冕,黎明使者之冠,zh-MY
ドーンブリンガーのクラウン,黎明使者之冠,zh-MY
Ranger Crest,游侠之纹,zh-MY
游侠之徽,游侠之纹,zh-MY
レンジャーのクレスト,游侠之纹,zh-MY
Renewer Crown,复苏大师之冠,zh-MY
复苏者之冕,复苏大师之冠,zh-MY
リニューワーのクラウン,复苏大师之冠,zh-MY
The Monstrous Chopper,缝合巨怪的菜刀,zh-MY
巨怪砍斧,缝合巨怪的菜刀,zh-MY
死を喰らう斧,缝合巨怪的菜刀,zh-MY
Forgotten Crest,殒落军团之纹,zh-MY
破败军团之徽,殒落军团之纹,zh-MY
忘れ去られし者のクレスト,殒落军团之纹,zh-MY
Assassin Crown,刺客之冠,zh-MY
刺客之冕,刺客之冠,zh-MY
アサシンのクラウン,刺客之冠,zh-MY
Ironclad Crown,铁甲勇士之冠,zh-MY
铁甲卫士之冕,铁甲勇士之冠,zh-MY
アイアンクラッドのクラウン,铁甲勇士之冠,zh-MY
Vanguard Crown,先锋战士之冠,zh-MY
重装战士之冕,先锋战士之冠,zh-MY
ヴァンガードのクラウン,先锋战士之冠,zh-MY
Tyrannical Warlord,霸王军阀,zh-MY
无双猛将,霸王军阀,zh-MY
暴君のウォーロード,霸王军阀,zh-MY
Elderwood Crown,神木精灵之冠,zh-MY
永恒之森之冕,神木精灵之冠,zh-MY
エルダーウッドのクラウン,神木精灵之冠,zh-MY
Cult's Offerings,教团献祭,zh-MY
腥红之月的供品,教团献祭,zh-MY
カルトの捧げ物,教团献祭,zh-MY
Cultist Crown,血月教团之冠,zh-MY
腥红之月之冕,血月教团之冠,zh-MY
カルティストのクラウン,血月教团之冠,zh-MY
Divine Crest,仙灵圣者之纹,zh-MY
天神之徽,仙灵圣者之纹,zh-MY
ディヴァインのクレスト,仙灵圣者之纹,zh-MY
Slayer Crest,杀戮者之纹,zh-MY
战神之徽,杀戮者之纹,zh-MY
スレイヤーのクレスト,杀戮者之纹,zh-MY
Spirit Crown,绽华精灵之冠,zh-MY
灵魂莲华明昼之冕,绽华精灵之冠,zh-MY
スピリットのクラウン,绽华精灵之冠,zh-MY
Money Dummy,招财木偶,zh-MY
金钱假人,招财木偶,zh-MY
おかねのダミー,招财木偶,zh-MY
The Fabled One,寓言者,zh-MY
卷中威名,寓言者,zh-MY
強化されし者,寓言者,zh-MY
Syphoner Crest,虹吸者之纹,zh-MY
摄魂使之徽,虹吸者之纹,zh-MY
サイフォナーのクレスト,虹吸者之纹,zh-MY
The Exiled One,破刃放逐者,zh-MY
流浪剑客,破刃放逐者,zh-MY
追放されし者,破刃放逐者,zh-MY
Duelist Crown,决斗者之冠,zh-MY
决斗大师之冕,决斗者之冠,zh-MY
デュエリストのクラウン,决斗者之冠,zh-MY
Keeper Crown,恒守侍者之冠,zh-MY
神盾使之冕,恒守侍者之冠,zh-MY
キーパーのクラウン,恒守侍者之冠,zh-MY
Executioner's Cut,处刑者之斩,zh-MY
裁决使之切,处刑者之斩,zh-MY
処刑人の取り分,处刑者之斩,zh-MY
Mage Crest,法师之纹,zh-MY
魔法师之徽,法师之纹,zh-MY
メイジのクレスト,法师之纹,zh-MY
Duelist Crest,决斗者之纹,zh-MY
决斗大师之徽,决斗者之纹,zh-MY
デュエリストのクレスト,决斗者之纹,zh-MY
Elderwood Crest,神木精灵之纹,zh-MY
永恒之森之徽,神木精灵之纹,zh-MY
エルダーウッドのクレスト,神木精灵之纹,zh-MY
Slayer's Resolve,杀戮者的决意,zh-MY
战神的坚决,杀戮者的决意,zh-MY
スレイヤーの覚悟,杀戮者的决意,zh-MY
Enlightened Crown,神启圣者之冠,zh-MY
玉剑仙之冕,神启圣者之冠,zh-MY
エンライトのクラウン,神启圣者之冠,zh-MY
Slayer Crown,杀戮者之冠,zh-MY
战神之冕,杀戮者之冠,zh-MY
スレイヤーのクラウン,杀戮者之冠,zh-MY
Divine Zeal,神圣热忱,zh-MY
天神斗气,神圣热忱,zh-MY
ディヴァインの熱情,神圣热忱,zh-MY
Warlord Crest,战国军阀徽章,zh-MY
三国猛将之徽,战国军阀徽章,zh-MY
ウォーロードのクレスト,战国军阀徽章,zh-MY
Fortune Crown,财神战队之冠,zh-MY
福星之冕,财神战队之冠,zh-MY
フォーチュンのクラウン,财神战队之冠,zh-MY
Growing Roots,扎根生长,zh-MY
落地生根,扎根生长,zh-MY
成長する根,扎根生长,zh-MY
Vanguard Crest,先锋战士之纹,zh-MY
重装战士之徽,先锋战士之纹,zh-MY
ヴァンガードのクレスト,先锋战士之纹,zh-MY
Dragonsoul Crown,龙魂者之冠,zh-MY
龙魂之冕,龙魂者之冠,zh-MY
ドラゴンソウルのクラウン,龙魂者之冠,zh-MY
Spirit Crest,绽华精灵之纹,zh-MY
灵魂莲华明昼之徽,绽华精灵之纹,zh-MY
スピリットのクレスト,绽华精灵之纹,zh-MY
Divine Crown,仙灵圣者之冠,zh-MY
天神之冕,仙灵圣者之冠,zh-MY
ディヴァインのクラウン,仙灵圣者之冠,zh-MY
Syphoner Crown,虹吸者之冠,zh-MY
摄魂使之冕,虹吸者之冠,zh-MY
サイフォナーのクラウン,虹吸者之冠,zh-MY
Mage Crown,法师之冠,zh-MY
魔法师之冕,法师之冠,zh-MY
メイジのクラウン,法师之冠,zh-MY
Enlightened Crest,神启圣者之纹,zh-MY
玉剑仙之徽,神启圣者之纹,zh-MY
エンライトのクレスト,神启圣者之纹,zh-MY
Ricochet Shot,弹跳射击,zh-MY
弹射,弹跳射击,zh-MY
跳弾,弹跳射击,zh-MY
Cultist Crest,血月教团之纹,zh-MY
腥红之月之徽,血月教团之纹,zh-MY
カルティストのクレスト,血月教团之纹,zh-MY
Mother Dragon Breath,龙母吐息,zh-MY
龙妈妈的吐息,龙母吐息,zh-MY
マザードラゴンの息吹,龙母吐息,zh-MY
Keeper Crest,恒守侍者之纹,zh-MY
神盾使之徽,恒守侍者之纹,zh-MY
キーパーのクレスト,恒守侍者之纹,zh-MY
Warlord Crown,战国军阀之冠,zh-MY
三国猛将之冕,战国军阀之冠,zh-MY
ウォーロードのクラウン,战国军阀之冠,zh-MY
Dragonsoul Crest,龙魂者徽章,zh-MY
龙魂之徽,龙魂者徽章,zh-MY
ドラゴンソウルのクレスト,龙魂者徽章,zh-MY
Fortune Crest,财神战队之纹,zh-MY
福星之徽,财神战队之纹,zh-MY
フォーチュンのクレスト,财神战队之纹,zh-MY
Amplify,增幅,zh-MY
增幅,增幅,zh-MY
増幅,增幅,zh-MY
Frequent Flier,就是爱刷,zh-MY
常客优惠,就是爱刷,zh-MY
マイレージサービス,就是爱刷,zh-MY
Team Building,团队建设,zh-MY
团队建设,团队建设,zh-MY
チーム構築,团队建设,zh-MY
Pumping Up,心跳加速,zh-MY
打气,心跳加速,zh-MY
パンプアップ,心跳加速,zh-MY
Long Distance Pals,远方伙伴,zh-MY
天涯若比邻,远方伙伴,zh-MY
彼方の友,远方伙伴,zh-MY
Gadgeteen Spirit,改装之灵,zh-MY
小天才之灵,改装之灵,zh-MY
ガジェッティーンの精神,改装之灵,zh-MY
Broken Trade Sector,破产贸易,zh-MY
破裂的DD街区,破产贸易,zh-MY
壊れたトレードセクター,破产贸易,zh-MY
Spectral Supplies,幽魂补给,zh-MY
幽魂补给,幽魂补给,zh-MY
精霊の施し,幽魂补给,zh-MY
Guinsoo's Large Bead,鬼索的大颗珠子,zh-MY
鬼索的大宝珠,鬼索的大颗珠子,zh-MY
グインソー ラージビーズ,鬼索的大颗珠子,zh-MY
Think Inside The Box,盒内思考,zh-MY
盒内思考,盒内思考,zh-MY
箱入りユニット,盒内思考,zh-MY
Stationary Support,稳定支撑,zh-MY
假人辅助,稳定支撑,zh-MY
不動のサポート,稳定支撑,zh-MY
Berserkers,狂战士,zh-MY
狂战士,狂战士,zh-MY
バーサーカー,狂战士,zh-MY
All Natural,纯天然,zh-MY
纯天然,纯天然,zh-MY
自然体,纯天然,zh-MY
Magical Journey++,奇幻旅程++,zh-MY
神奇旅程++,奇幻旅程++,zh-MY
精霊の旅路++,奇幻旅程++,zh-MY
Missing Link,缺失一环,zh-MY
遗失的环节,缺失一环,zh-MY
ミッシングリンク,缺失一环,zh-MY
Money Laundering,洗钱,zh-MY
自力更生,洗钱,zh-MY
